question_id,hybrid_SE,token_entropy,seq_len,curv_std_w016,curv_std_full,curv_raw_w016,split
379,0.940448,3.1962898,15.0,1.9086477,1.7838572,1.6174893,train
380,1.279854,3.3924491,16.0,1.9357208,1.788397,1.5619661,train
381,-0.0,3.336137,16.0,1.9398257,1.795308,1.579203,train
382,1.418484,3.1311598,12.0,1.9229912,1.7800874,1.5482893,test
383,0.639032,3.3542254,11.0,1.9049698,1.7699707,1.5505028,train
384,0.325083,2.1664562,16.0,1.9015077,1.783053,1.5795976,train
385,-0.0,3.691552,11.0,1.8916727,1.7700951,1.5457112,train
386,1.19355,3.4736607,10.0,1.8999391,1.7751135,1.565082,train
387,0.639032,3.7494493,10.0,1.898328,1.7741743,1.5722271,train
388,1.748067,2.8442247,12.0,1.9092654,1.7877678,1.5539513,test
389,-0.0,3.621564,11.0,1.9082772,1.7680286,1.5611897,train
390,-0.0,2.8004327,15.0,1.925387,1.7774165,1.6265951,test
391,-0.0,3.6691651,13.0,1.9076653,1.7722007,1.5963329,train
392,0.325083,3.7605386,15.0,1.9145631,1.7854718,1.6195345,train
393,-0.0,3.3217037,13.0,1.9483422,1.7933247,1.5937759,test
394,1.227529,3.4845817,10.0,1.921269,1.7886544,1.5955898,train
395,0.325083,3.1463695,13.0,1.9517623,1.7961422,1.5935758,test
396,-0.0,2.9690907,13.0,1.9307448,1.7876781,1.5873374,train
397,0.673012,4.2264733,8.0,1.8858532,1.7601713,1.5891004,train
398,1.168282,3.319771,12.0,1.9299499,1.7870264,1.6037937,test
399,-0.0,2.7084963,14.0,1.9388732,1.7855246,1.6098553,test
400,0.325083,3.2704902,8.0,1.897678,1.7753743,1.5975599,test
401,-0.0,2.6916764,12.0,1.886345,1.7811422,1.5432028,train
402,1.227529,2.8168533,12.0,1.8853893,1.7824965,1.5357417,test
403,0.940448,3.285421,10.0,1.9072374,1.7801104,1.5613412,train
404,1.168282,3.2320015,11.0,1.909036,1.7896422,1.627725,train
405,0.325083,2.8223453,13.0,1.927774,1.7660334,1.573697,train
406,-0.0,2.619879,11.0,1.9076475,1.7669679,1.560469,test
407,0.325083,2.6296709,14.0,1.9307643,1.7946519,1.598689,train
408,1.497866,3.259481,11.0,1.9270921,1.7837021,1.554685,test
409,-0.0,3.2958395,11.0,1.9059507,1.774244,1.5606652,train
410,-0.0,3.4434464,11.0,1.8675741,1.7517383,1.5523267,train
411,1.418484,3.1372664,9.0,1.8772451,1.7624882,1.5379758,train
412,1.227529,3.2301683,11.0,1.9287075,1.7947034,1.5972929,train
413,0.325083,3.6335547,11.0,1.937821,1.7901429,1.5875721,train
414,0.940448,3.0920556,10.0,1.922669,1.7940594,1.6033134,train
415,-0.0,2.544939,14.0,1.9259945,1.7932723,1.6074821,test
416,-0.0,3.81346,6.0,1.890261,1.751051,1.5444922,train
417,-0.0,3.931833,7.0,1.8869281,1.7498893,1.576989,train
418,2.302585,2.9503841,23.0,1.945254,1.783502,1.5328344,train
419,2.302585,3.3954756,23.0,1.9524711,1.7770303,1.490287,test
420,2.302585,2.8516877,29.0,1.9395485,1.7868513,1.5391135,test
421,1.497866,3.466583,23.0,1.9446627,1.7815444,1.5741068,test
422,2.302585,2.9194782,35.0,1.9503516,1.7819768,1.570395,train
423,1.418484,3.776974,31.0,1.9423846,1.7816294,1.552761,test
424,2.302585,3.0613344,26.0,1.937027,1.7809908,1.5299371,test
425,2.302585,3.5349538,30.0,1.9322208,1.7779455,1.5594991,test
426,1.748067,2.790182,39.0,1.9412522,1.7742193,1.5240434,train
427,2.163956,3.1023934,38.0,1.9379934,1.773463,1.5394149,test
428,2.163956,2.442733,42.0,1.9491075,1.7840971,1.5448154,train
429,2.163956,3.979687,24.0,1.9226528,1.7835642,1.596433,test
430,2.302585,3.40865,36.0,1.9126776,1.7681332,1.5265201,train
431,1.418484,2.9534914,34.0,1.8952007,1.7725805,1.5621275,test
432,0.940448,2.8495667,46.0,1.920447,1.7638853,1.5945578,train
433,2.302585,3.1051104,46.0,1.9335858,1.7726179,1.5837693,train
434,1.609438,3.025335,34.0,1.9248128,1.7679719,1.5443336,test
435,1.609438,2.5018976,48.0,1.9240141,1.7785949,1.5535183,train
436,2.302585,2.5859938,31.0,1.9260324,1.7745,1.5544361,train
437,1.748067,2.1713927,44.0,1.9320874,1.7734661,1.5085589,train
438,1.834372,2.6710987,37.0,1.9397198,1.7768648,1.5328921,train
439,0.801819,2.0021846,35.0,1.9138523,1.7683318,1.5870028,train
440,1.834372,3.7206004,30.0,1.9096054,1.766328,1.5549364,train
441,1.497866,2.3293877,35.0,1.9109192,1.7700919,1.5423521,train
442,2.025326,2.5724702,39.0,1.9337687,1.7803564,1.5485183,train
443,1.497866,2.8225806,17.0,1.9117846,1.7823827,1.61416,train
444,-0.0,2.0545812,16.0,1.920474,1.7690547,1.6180319,test
445,2.163956,3.1740408,15.0,1.9070934,1.778483,1.5913254,test
446,-0.0,2.3068957,20.0,1.9104325,1.7852974,1.6347474,test
447,0.897946,3.2674723,11.0,1.9059442,1.7936811,1.60084,test
448,1.973001,3.1895578,15.0,1.886527,1.7723408,1.5494779,train
449,0.801819,3.5635912,11.0,1.9165787,1.7851849,1.5705466,train
450,-0.0,3.2183387,12.0,1.9266459,1.7799836,1.6215037,train
451,-0.0,3.5039759,9.0,1.905084,1.7770863,1.5758644,train
452,-0.0,3.465024,9.0,1.906167,1.775094,1.5793977,train
453,0.940448,2.7854836,12.0,1.9056201,1.7758534,1.5728391,train
454,1.973001,3.0634084,9.0,1.9086642,1.7771875,1.578591,test
455,-0.0,2.8902586,12.0,1.9079918,1.7776548,1.5681094,test
456,0.801819,2.9227974,14.0,1.909069,1.7913249,1.5814523,train
457,0.639032,2.571592,13.0,1.9065546,1.785445,1.6105576,train
458,-0.0,3.0865676,11.0,1.9120394,1.7940655,1.618352,train
459,0.940448,2.6674578,13.0,1.900868,1.7779658,1.6052904,train
460,0.325083,2.5303805,13.0,1.8856134,1.7651414,1.5918545,train
461,-0.0,3.2100985,13.0,1.8918947,1.7710893,1.5356117,test
462,0.325083,3.252033,12.0,1.8917078,1.7692698,1.5321223,test
463,0.325083,2.7840722,18.0,1.9213918,1.7902814,1.5882139,test
464,0.940448,2.978117,12.0,1.9171346,1.7875432,1.6358796,test
465,0.639032,3.2844005,15.0,1.9115753,1.7943611,1.5778184,train
466,0.325083,3.0866957,18.0,1.9290549,1.7900912,1.5666894,train
467,-0.0,2.679743,11.0,1.9034791,1.7705306,1.5677481,test
468,0.325083,2.7185051,14.0,1.9266046,1.792279,1.6280127,test
469,-0.0,2.1634407,18.0,1.942729,1.8007344,1.609881,train
470,0.639032,3.0614576,16.0,1.9351276,1.7952789,1.5949935,train
471,1.695743,2.6482027,14.0,1.9328865,1.7915214,1.5685412,train
472,-0.0,1.9626656,20.0,1.914508,1.7831714,1.6090964,train
473,0.801819,2.8729491,11.0,1.9052535,1.7796059,1.663362,train
474,0.801819,3.321312,9.0,1.8790258,1.7606493,1.612856,test
475,0.325083,3.3552442,8.0,1.8850864,1.7684162,1.6116627,train
476,0.801819,2.7691994,15.0,1.9262902,1.7776552,1.5732403,test
477,0.639032,2.4977903,17.0,1.9357985,1.79107,1.6541892,train
478,1.168282,2.8087611,17.0,1.9019629,1.7760689,1.539639,train
479,0.325083,2.7623,15.0,1.9277039,1.7774032,1.5728974,test
480,2.163956,3.2377598,17.0,1.8908209,1.7669723,1.5401062,train
481,2.163956,3.167161,17.0,1.900448,1.7689317,1.5590404,train
482,0.325083,3.036864,13.0,1.9214821,1.7784576,1.5533419,test
483,1.168282,2.6813295,16.0,1.915288,1.7795912,1.5559093,train
484,0.940448,2.8556542,13.0,1.9035044,1.7839683,1.5545492,train
485,1.886697,2.6697109,13.0,1.9110383,1.7806236,1.5556768,train
486,1.227529,2.499392,23.0,1.9106555,1.7767237,1.5680095,train
487,-0.0,3.4039717,9.0,1.8927041,1.753533,1.5238215,train
488,0.940448,2.5472283,14.0,1.9041033,1.7695354,1.5645348,test
489,0.639032,2.6866863,19.0,1.9034079,1.7776524,1.5659729,train
490,0.801819,3.8259249,11.0,1.8957311,1.7833165,1.5663503,train
491,0.325083,2.605358,17.0,1.9342194,1.7865857,1.5897311,train
492,-0.0,2.4772027,15.0,1.9405764,1.7928067,1.5756336,train
493,0.940448,2.3516989,16.0,1.9145445,1.7871801,1.6048594,train
494,0.940448,3.3976936,14.0,1.9447308,1.7960587,1.5918235,train
495,1.973001,2.877962,12.0,1.9312536,1.7840446,1.5755848,train
496,0.325083,3.7356403,10.0,1.8925918,1.7668552,1.5591332,test
497,-0.0,2.8018625,13.0,1.9172097,1.7922533,1.5661265,train
498,0.325083,3.5880623,10.0,1.8914089,1.7630084,1.545211,test
499,0.639032,3.2724578,10.0,1.8952988,1.7730695,1.5812211,train
500,0.325083,2.776544,11.0,1.9096316,1.7950691,1.6319383,train
501,1.470808,3.2369714,13.0,1.9228439,1.7814825,1.6045634,train
502,0.325083,2.7431488,17.0,1.9145317,1.7697132,1.6072274,train
503,1.168282,3.3268013,16.0,1.9090296,1.7863971,1.5514946,train
504,0.325083,2.6707168,15.0,1.9010817,1.7828108,1.5745789,train
505,2.163956,2.6981204,19.0,1.9045483,1.7808768,1.5692577,test
506,0.639032,3.2455442,11.0,1.8963431,1.7655977,1.5772972,train
507,1.497866,2.840435,14.0,1.8947111,1.7605426,1.5991231,train
508,2.163956,2.0138195,28.0,1.9176489,1.7773212,1.6040138,train
509,0.325083,1.8969301,26.0,1.9169974,1.7744939,1.5892286,test
510,2.163956,1.858139,26.0,1.9128639,1.7724555,1.6094791,train
511,0.940448,1.8336445,25.0,1.925961,1.7748019,1.601595,test
512,1.609438,2.2341785,23.0,1.9053596,1.7920153,1.6023718,train
513,2.163956,2.2840443,26.0,1.9245768,1.7942652,1.6161662,train
514,-0.0,2.6216493,16.0,1.9233361,1.7852007,1.5934273,test
515,-0.0,2.6428258,17.0,1.9321436,1.7763561,1.5868558,train
516,0.639032,2.6247416,16.0,1.9163674,1.7801675,1.6186103,train
517,0.325083,3.2233536,12.0,1.9053582,1.7694968,1.5496511,test
518,2.163956,3.8334885,12.0,1.9188032,1.7889259,1.5555025,train
519,1.497866,2.2409034,22.0,1.9268469,1.7964727,1.6331148,train
520,2.025326,2.1739283,22.0,1.9248728,1.7991079,1.6334151,train
521,1.359237,1.7378381,25.0,1.9331826,1.7896249,1.6438712,train
522,1.227529,1.8143114,25.0,1.9391279,1.7931088,1.6430804,test
523,-0.0,3.1426816,10.0,1.9103583,1.799117,1.5844876,train
524,-0.0,3.025995,9.0,1.90375,1.7895232,1.5737133,train
525,0.639032,3.2140274,9.0,1.911745,1.7867144,1.5828248,train
526,0.639032,3.3573098,11.0,1.8995804,1.7839527,1.5675817,train
527,-0.0,3.5778246,11.0,1.900025,1.78036,1.5592958,test
528,-0.0,3.380259,11.0,1.8999265,1.7859012,1.5595903,train
529,0.940448,3.4174716,8.0,1.8881375,1.778823,1.5670687,train
530,1.279854,2.8858473,14.0,1.9295403,1.8015829,1.599558,train
531,1.359237,2.4395835,22.0,1.9174706,1.7747033,1.5557708,train
532,-0.0,2.444761,18.0,1.8959292,1.7653147,1.5739398,train
533,-0.0,2.7746654,18.0,1.9204025,1.782484,1.5515827,train
534,0.325083,2.3880835,18.0,1.8988053,1.7707533,1.5354004,train
535,0.639032,2.8426926,12.0,1.9488554,1.7927288,1.6065196,train
536,0.325083,3.4673185,12.0,1.9117017,1.7743155,1.6157742,train
537,0.639032,2.7115586,14.0,1.8930792,1.7748533,1.5564171,train
538,0.801819,2.920442,10.0,1.9317802,1.8078996,1.6156491,train
539,0.610864,3.5730479,13.0,1.9326442,1.7845353,1.5412015,test
540,2.163956,2.514449,36.0,1.9285332,1.7853833,1.5897015,train
541,1.418484,3.3692367,11.0,1.9110492,1.7811985,1.5801669,train
542,0.940448,3.2840245,10.0,1.9088265,1.7840825,1.5856724,train
543,1.227529,2.688494,13.0,1.8975264,1.7683934,1.5966679,train
544,-0.0,3.1928473,10.0,1.8859574,1.7683382,1.6021043,train
545,0.639032,3.1503391,12.0,1.9072934,1.7784542,1.6145655,test
546,1.748067,2.1212,20.0,1.936759,1.7804039,1.6398448,train
547,0.940448,3.406079,28.0,1.9311771,1.7654399,1.5701338,train
548,1.973001,3.1945207,29.0,1.9297663,1.782489,1.5452636,train
549,0.610864,2.9226058,13.0,1.9054054,1.7733201,1.6078625,train
550,0.639032,2.827561,13.0,1.9106579,1.7804357,1.6025463,train
551,-0.0,2.582254,16.0,1.9301888,1.7824385,1.6240988,test
552,0.325083,2.1489158,19.0,1.9108887,1.7944366,1.5988451,train
553,-0.0,2.7750971,19.0,1.9234096,1.8008883,1.5593373,train
554,-0.0,2.7406304,14.0,1.9146103,1.7816994,1.5737513,train
555,-0.0,3.1503859,13.0,1.9116378,1.770702,1.5612024,train
556,-0.0,3.1030242,15.0,1.9331102,1.7873427,1.5714697,train
557,-0.0,3.2388158,10.0,1.8844093,1.7604923,1.5585066,train
558,2.302585,3.161602,36.0,1.9334778,1.7798012,1.6159815,train
559,2.302585,2.5774474,46.0,1.9213166,1.7723058,1.5850534,train
560,1.834372,3.2692542,25.0,1.9182447,1.7772444,1.588247,train
561,2.302585,3.19409,32.0,1.9269718,1.7753025,1.521429,test
562,2.302585,3.017733,34.0,1.9351087,1.7702713,1.5221671,test
563,1.834372,2.9991455,33.0,1.9319186,1.783616,1.5276375,train
564,1.227529,3.003909,36.0,1.9364452,1.7885207,1.5999166,train
565,2.163956,3.034137,28.0,1.9036665,1.7683469,1.5798998,train
566,2.163956,3.2580447,30.0,1.9352871,1.770384,1.5394799,train
567,0.897946,3.1711268,34.0,1.9252324,1.7637339,1.5473319,test
568,2.302585,3.1986074,34.0,1.9329901,1.7624556,1.5838399,test
569,2.025326,2.9537942,42.0,1.9090909,1.7760983,1.5541958,train
570,0.639032,2.6418388,37.0,1.9158,1.7728454,1.5542339,test
571,1.0889,2.8506758,41.0,1.9001318,1.7810642,1.554624,train
572,1.227529,2.7304633,61.0,1.9203633,1.7674624,1.5173267,train
573,1.504788,2.8010867,54.0,1.9273096,1.7726666,1.5336065,test
574,1.834372,2.965015,54.0,1.9351465,1.7731732,1.4980139,train
575,0.325083,3.334073,58.0,1.927689,1.7756706,1.542204,train
576,1.609438,3.1539395,10.0,1.9287653,1.7954919,1.6043701,train
577,1.418484,2.8800528,13.0,1.9273087,1.7923304,1.6180731,train
578,1.497866,3.2372978,9.0,1.898311,1.7877102,1.5636358,train
579,2.163956,2.721165,10.0,1.9147516,1.7922984,1.6046848,train
580,1.609438,2.485618,12.0,1.9309076,1.7971445,1.6063341,train
581,0.500402,3.3286371,9.0,1.9090017,1.7744914,1.6098992,train
582,0.325083,2.8971672,10.0,1.9039167,1.7884632,1.5668706,test
583,1.834372,3.0302975,12.0,1.92062,1.7869917,1.6040529,train
584,2.025326,3.5770588,16.0,1.92265,1.7779132,1.570021,train
585,2.302585,3.0273335,19.0,1.9353348,1.7961175,1.5982851,train
586,1.359237,3.2232544,12.0,1.944652,1.786314,1.5712095,train
587,1.609438,2.9487197,11.0,1.9283127,1.7884022,1.5712342,train
588,0.940448,3.526818,15.0,1.9417099,1.7815124,1.5770283,test
589,2.302585,2.43145,20.0,1.9335197,1.8043078,1.6025747,train
590,2.163956,2.6020606,20.0,1.936079,1.7987193,1.6124216,train
591,2.302585,2.3062952,17.0,1.9304825,1.7784199,1.5876037,train
592,2.302585,2.3700306,22.0,1.9235744,1.7805938,1.5965217,train
593,2.302585,3.3278468,14.0,1.9400021,1.791342,1.6115384,test
594,2.163956,3.2495794,13.0,1.9376119,1.7982931,1.5861086,train
595,0.325083,3.2787378,15.0,1.9324956,1.7885126,1.5734595,train
596,1.748067,2.3204641,25.0,1.9311854,1.7799119,1.570888,test
597,2.302585,2.6663437,17.0,1.9136413,1.79257,1.5813694,train
598,2.163956,2.9534707,14.0,1.9303793,1.8015842,1.5680767,test
599,2.163956,3.125382,13.0,1.9378623,1.8011606,1.5761415,train
600,2.302585,3.694388,15.0,1.9311756,1.7959405,1.5754809,train
601,-0.0,3.4225187,16.0,1.9249134,1.7776105,1.5515317,train
602,2.302585,2.410189,17.0,1.9154612,1.7849005,1.5918001,train
603,0.639032,2.790178,19.0,1.923371,1.7897975,1.5621319,train
604,1.834372,2.9186342,17.0,1.9149414,1.7873694,1.5434647,train
605,1.643418,3.373601,18.0,1.9083704,1.777766,1.5358276,train
606,-0.0,2.4524794,18.0,1.9040705,1.7693841,1.5745959,train
607,2.302585,3.4992185,16.0,1.9076904,1.7843778,1.5696076,train
608,1.227529,3.2979422,12.0,1.9131309,1.7650915,1.5625715,train
609,2.163956,2.8110898,21.0,1.9282017,1.7852196,1.5815991,train
610,2.163956,2.8925774,16.0,1.9146637,1.7803563,1.540366,test
611,1.834372,3.9678981,7.0,1.9184356,1.7788931,1.5758425,train
612,1.834372,3.049648,11.0,1.9143909,1.7808865,1.5753393,train
613,1.973001,3.6552062,10.0,1.9190406,1.7803744,1.5853586,train
614,2.025326,2.4019616,14.0,1.9377562,1.7961502,1.6051661,train
615,1.227529,2.9329376,11.0,1.9399215,1.8060987,1.5925306,train
616,2.025326,2.4985745,12.0,1.9486572,1.7913827,1.6042343,train
617,2.025326,2.3263786,13.0,1.9562064,1.8096339,1.6336846,train
618,2.302585,3.1197367,9.0,1.959685,1.8048574,1.5657011,test
619,1.227529,3.2369475,9.0,1.9019581,1.7658583,1.5583034,train
620,1.168282,3.599229,8.0,1.8965234,1.7638798,1.535648,train
621,-0.0,2.728377,10.0,1.903349,1.772294,1.5654081,train
622,1.834372,3.0884802,9.0,1.8867308,1.7623463,1.5532013,train
623,0.639032,3.138698,9.0,1.8904729,1.764451,1.5542021,train
624,1.470808,2.8758974,10.0,1.8683162,1.7705519,1.5619918,train
625,1.973001,3.5943072,8.0,1.8712711,1.7692493,1.5405111,train
626,2.025326,3.4137104,9.0,1.8896154,1.7735645,1.5467044,test
627,2.302585,3.9991698,14.0,1.9192686,1.7848996,1.5468864,test
628,2.302585,3.641737,16.0,1.9168216,1.7865559,1.5616778,train
629,1.497866,3.080505,13.0,1.9129015,1.7892874,1.5835892,train
630,2.025326,3.2792938,12.0,1.9153104,1.7917073,1.5767784,test
631,1.973001,3.24102,12.0,1.9230336,1.7846099,1.5571493,train
632,1.973001,4.218903,11.0,1.9236168,1.7879726,1.577891,test
633,2.302585,3.2915194,13.0,1.9254488,1.7911674,1.573226,train
634,2.302585,3.9124672,11.0,1.9067463,1.7766198,1.5590979,train
635,1.973001,3.459617,11.0,1.9066252,1.7786462,1.5730716,train
636,1.834372,2.989719,21.0,1.9290625,1.7852929,1.6464871,test
637,0.325083,2.559091,14.0,1.9045407,1.7679371,1.5494171,train
638,0.325083,3.7016783,9.0,1.8680817,1.7730294,1.6054734,train
639,-0.0,3.0736918,8.0,1.8693498,1.751228,1.5267626,train
640,0.325083,2.9530575,13.0,1.9323145,1.7760866,1.5691301,train
641,1.227529,3.0155134,15.0,1.9132332,1.7935253,1.5754036,train
642,0.325083,3.2490473,8.0,1.8826098,1.7595896,1.5827646,train
643,-0.0,3.6524997,7.0,1.8634309,1.7579134,1.5812346,test
644,0.897946,2.381172,26.0,1.8980736,1.7731754,1.5617962,train
645,2.163956,2.1827748,20.0,1.9769163,1.8106134,1.6640099,test
646,-0.0,2.531218,12.0,1.9200687,1.7864763,1.625605,train
647,-0.0,3.3548837,8.0,1.8780321,1.7726043,1.5911351,test
648,-0.0,3.32201,9.0,1.8956867,1.7771157,1.6139531,train
649,-0.0,4.120536,6.0,1.879774,1.7712928,1.5402203,test
650,0.801819,3.2287955,10.0,1.93847,1.7986126,1.6067442,train
651,-0.0,3.2060466,14.0,1.8853523,1.7668382,1.6071144,train
652,0.325083,2.9769747,13.0,1.882721,1.7621555,1.6022668,train
653,1.748067,2.7050335,14.0,1.9213567,1.7910088,1.6002463,test
654,1.497866,2.5028222,10.0,1.9246985,1.7850903,1.6292915,train
655,-0.0,3.0293403,13.0,1.9087349,1.78018,1.5557641,test
656,1.695743,2.7280412,8.0,1.86402,1.7515186,1.5333505,train
657,0.500402,2.925797,10.0,1.8911301,1.7821845,1.6026708,test
658,-0.0,2.578802,14.0,1.9407667,1.7918742,1.603371,test
659,1.0889,2.7293792,11.0,1.9346129,1.788948,1.560864,train
660,0.639032,3.3412066,9.0,1.8926331,1.7745435,1.5954472,test
661,-0.0,3.1509752,12.0,1.9330925,1.7790586,1.5967945,train
662,1.227529,2.9308538,11.0,1.9272267,1.7940253,1.5956453,train
663,0.325083,3.0394216,10.0,1.9027163,1.783932,1.5797791,train
664,0.943348,2.5750895,9.0,1.9118775,1.7793391,1.6364902,train
665,0.325083,3.3147001,11.0,1.9059573,1.7804496,1.5498718,test
666,0.325083,3.1061504,8.0,1.9048275,1.7719412,1.5771257,train
667,-0.0,2.8361373,11.0,1.9492083,1.7952222,1.5894032,train
668,-0.0,2.5250206,24.0,1.9473934,1.7984478,1.5904412,train
669,0.325083,2.599637,15.0,1.916433,1.7810783,1.5742823,train
670,0.325083,2.3314784,10.0,1.888095,1.7660209,1.5497211,test
671,2.163956,2.5251245,16.0,1.9149466,1.7983598,1.6290973,test
672,-0.0,2.930466,12.0,1.8944998,1.7728342,1.5882941,train
673,-0.0,3.3319778,7.0,1.8495747,1.7568601,1.5655638,test
674,1.497866,3.5406654,11.0,1.9519769,1.7900445,1.5882273,train
675,1.973001,3.1364596,20.0,1.9374304,1.7850262,1.6202215,train
676,0.325083,2.20208,11.0,1.9426104,1.7975935,1.6012164,test
677,-0.0,2.5339434,11.0,1.9029521,1.7825248,1.5837874,test
678,2.163956,3.2088215,10.0,1.9037815,1.7727038,1.5665555,train
679,0.639032,2.4304514,13.0,1.9283124,1.7888762,1.6634569,train
680,0.639032,2.7472978,10.0,1.8927116,1.771416,1.5870548,test
681,-0.0,3.8750157,8.0,1.934146,1.7790793,1.5569392,test
682,-0.0,2.3922434,16.0,1.939828,1.7911853,1.6075782,train
683,0.325083,3.2186248,7.0,1.888918,1.7696453,1.5774922,train
684,-0.0,3.2364175,7.0,1.8903627,1.7597749,1.5542654,train
685,1.227529,3.0644493,10.0,1.9178505,1.7828752,1.6174021,train
686,-0.0,3.0969965,12.0,1.8940302,1.7706965,1.5682559,train
687,0.325083,2.2249284,15.0,1.922074,1.7853073,1.6326734,train
688,0.943348,2.383,20.0,1.9225426,1.779425,1.608995,test
689,1.168282,3.0556252,10.0,1.9244086,1.7842901,1.6118412,train
690,-0.0,2.668518,9.0,1.9300152,1.784028,1.6083136,train
691,0.639032,3.305835,11.0,1.9255157,1.7869174,1.5916637,train
692,-0.0,3.8099897,11.0,1.8974377,1.7752708,1.5643209,train
693,1.973001,2.6846156,13.0,1.9198841,1.7767028,1.5260577,test
694,0.610864,2.8225744,14.0,1.9340512,1.7807453,1.5180885,train
695,0.801819,2.1984258,14.0,1.9145131,1.7896138,1.6355042,test
696,0.325083,2.8215978,14.0,1.9242668,1.7842531,1.5931009,test
697,0.325083,3.3614223,8.0,1.9013089,1.7778062,1.5386509,train
698,1.470808,2.4793217,13.0,1.9250135,1.7751305,1.5804964,test
699,1.748067,2.2129273,16.0,1.9347382,1.7911756,1.600522,train
700,-0.0,3.1367733,17.0,1.8986267,1.7565386,1.5159568,train
701,2.302585,2.7379885,23.0,1.9205076,1.7790188,1.5747961,train
702,-0.0,1.917186,21.0,1.9171077,1.798472,1.6283321,train
703,-0.0,3.1088402,10.0,1.9037327,1.7733296,1.5485026,train
704,2.163956,2.3478355,22.0,1.9169683,1.7651575,1.6237907,train
705,0.610864,3.7136843,15.0,1.9349743,1.7806876,1.5993699,train
706,0.325083,2.7305048,12.0,1.8925105,1.7755461,1.5909761,train
707,-0.0,4.264604,6.0,1.8453794,1.7555875,1.5441633,train
708,0.325083,2.9412887,9.0,1.8594284,1.7506768,1.5827404,train
709,1.0889,3.3695128,7.0,1.8976835,1.7706833,1.5786176,train
710,-0.0,3.546418,8.0,1.9031782,1.7817078,1.6131859,test
711,0.693147,2.5826857,12.0,1.8916172,1.771201,1.5384369,train
712,0.639032,2.7237356,13.0,1.8959807,1.7799736,1.5493516,test
713,1.168282,2.5178082,12.0,1.9344765,1.7907066,1.6122767,test
714,0.940448,2.9185636,11.0,1.897431,1.7825572,1.5805287,train
715,-0.0,2.7621953,14.0,1.942523,1.7917289,1.5930662,train
716,2.163956,2.845749,12.0,1.907514,1.7838784,1.5821258,train
717,0.639032,1.7353699,30.0,1.9462147,1.8071299,1.6014034,train
718,0.639032,3.05957,8.0,1.8633865,1.7563444,1.5450302,train
719,0.325083,2.8035676,12.0,1.8952671,1.7900609,1.600186,train
720,-0.0,2.0385206,18.0,1.938681,1.7961887,1.613597,train
721,-0.0,1.9655122,19.0,1.9360963,1.8054829,1.61097,test
722,-0.0,2.816152,14.0,1.9296857,1.7822407,1.5877757,train
723,-0.0,1.8339392,25.0,1.9298407,1.7810819,1.6670799,test
724,0.639032,2.496656,10.0,1.9074777,1.7784593,1.608446,train
725,1.834372,3.2811756,9.0,1.9325751,1.7918541,1.6315743,test
726,-0.0,2.7327025,11.0,1.9346236,1.7822028,1.5896353,train
727,0.325083,3.1712446,12.0,1.918406,1.7991962,1.5506387,test
728,-0.0,3.0120072,11.0,1.9260569,1.7917114,1.575511,train
729,-0.0,3.2832377,7.0,1.8885046,1.7753989,1.5583843,train
730,1.279854,2.6784678,9.0,1.9315449,1.791375,1.6030707,test
731,-0.0,3.0410514,13.0,1.8870478,1.7748691,1.5760304,test
732,-0.0,2.6753561,12.0,1.8830086,1.768037,1.5797672,train
733,-0.0,3.541337,8.0,1.8986496,1.7710211,1.5626154,train
734,0.500402,2.798227,17.0,1.9148916,1.7928715,1.5901752,test
735,-0.0,2.5843768,15.0,1.8909668,1.7649609,1.5383312,train
736,0.940448,3.0022929,12.0,1.9124426,1.7783781,1.5684758,train
737,0.940448,2.7677467,18.0,1.9273992,1.7814808,1.5496784,train
738,-0.0,1.8830357,12.0,1.9295859,1.7925466,1.5772942,train
739,0.500402,2.3945663,10.0,1.9430376,1.8111553,1.6372126,train
740,1.227529,2.6533606,11.0,1.9173368,1.7766982,1.5779115,train
741,0.639032,3.3870597,13.0,1.9144481,1.7627162,1.5375582,test
742,1.359237,2.9408045,9.0,1.888404,1.7664386,1.5937372,test
743,-0.0,2.9935606,7.0,1.8870465,1.7649885,1.5576385,test
744,1.834372,2.697608,12.0,1.9378815,1.789925,1.6199652,train
745,1.470808,3.111192,7.0,1.8648533,1.7589916,1.5932215,train
746,-0.0,2.7321942,7.0,1.9041315,1.7724472,1.5688006,train
747,0.940448,2.9664783,12.0,1.9123545,1.7666951,1.5587306,test
748,-0.0,2.5783947,15.0,1.9133972,1.7919096,1.605781,train
749,0.610864,2.769711,14.0,1.90441,1.7951385,1.5993257,train
750,1.0889,3.5011303,9.0,1.8845806,1.7722075,1.5392269,train
751,1.497866,2.148312,11.0,1.925928,1.79581,1.6310862,train
752,0.940448,3.5131505,8.0,1.9128445,1.7809263,1.5782546,train
753,-0.0,3.1898088,6.0,1.8551788,1.7448692,1.5647622,train
754,0.639032,3.929036,11.0,1.900647,1.770471,1.5841837,train
755,1.0889,2.306209,18.0,1.9472688,1.8129079,1.6314307,train
756,-0.0,2.3080645,11.0,1.8763808,1.7717081,1.5573682,train
757,0.325083,3.4697888,10.0,1.9242247,1.798527,1.5338488,train
758,0.325083,3.1610239,17.0,1.9049053,1.7737147,1.5368977,train
759,-0.0,3.192511,14.0,1.9147965,1.790162,1.5729216,train
760,1.834372,3.186975,10.0,1.9156097,1.7875112,1.5662559,train
761,-0.0,2.579319,9.0,1.9154302,1.7782172,1.5857838,test
